,date,Ticker,name,weight,Exchange
752,2021-01-29,002422.sz,科伦药业,0.1,hs300
753,2021-01-29,002456.sz,欧菲光,0.11,hs300
754,2021-01-29,002460.sz,赣锋锂业,0.46,hs300
755,2021-01-29,002463.sz,沪电股份,0.1,hs300
756,2021-01-29,002475.sz,立讯精密,1.1,hs300
757,2021-01-29,002493.sz,荣盛石化,0.34,hs300
758,2021-01-29,002508.sz,老板电器,0.09,hs300
759,2021-01-29,002555.sz,三七互娱,0.2,hs300
760,2021-01-29,002558.sz,巨人网络,0.07,hs300
761,2021-01-29,002594.sz,比亚迪,1.11,hs300
762,2021-01-29,002600.sz,领益智造,0.14,hs300
763,2021-01-29,002601.sz,龙蟒佰利,0.24,hs300
764,2021-01-29,002602.sz,世纪华通,0.12,hs300
765,2021-01-29,002607.sz,中公教育,0.13,hs300
766,2021-01-29,002624.sz,完美世界,0.16,hs300
767,2021-01-29,002673.sz,西部证券,0.09,hs300
768,2021-01-29,002714.sz,牧原股份,0.83,hs300
769,2021-01-29,002736.sz,国信证券,0.18,hs300
770,2021-01-29,002739.sz,万达电影,0.1,hs300
771,2021-01-29,002773.sz,康弘药业,0.07,hs300
772,2021-01-29,002812.sz,恩捷股份,0.29,hs300
773,2021-01-29,002821.sz,凯莱英,0.21,hs300
774,2021-01-29,002841.sz,视源股份,0.23,hs300
775,2021-01-29,002916.sz,深南电路,0.1,hs300
776,2021-01-29,002938.sz,鹏鼎控股,0.14,hs300
777,2021-01-29,002939.sz,长城证券,0.05,hs300
778,2021-01-29,002945.sz,华林证券,0.02,hs300
779,2021-01-29,002958.sz,青农商行,0.06,hs300
780,2021-01-29,003816.sz,中国广核,0.16,hs300
781,2021-01-29,300003.sz,乐普医疗,0.17,hs300
782,2021-01-29,300014.sz,亿纬锂能,0.6,hs300
783,2021-01-29,300015.sz,爱尔眼科,0.64,hs300
784,2021-01-29,300033.sz,同花顺,0.13,hs300
785,2021-01-29,300059.sz,东方财富,1.2,hs300
786,2021-01-29,300122.sz,智飞生物,0.5,hs300
787,2021-01-29,300124.sz,汇川技术,0.49,hs300
788,2021-01-29,300136.sz,信维通信,0.12,hs300
789,2021-01-29,300142.sz,沃森生物,0.3,hs300
790,2021-01-29,300144.sz,宋城演艺,0.13,hs300
791,2021-01-29,300347.sz,泰格医药,0.44,hs300
792,2021-01-29,300408.sz,三环集团,0.21,hs300
793,2021-01-29,300413.sz,芒果超媒,0.29,hs300
794,2021-01-29,300433.sz,蓝思科技,0.25,hs300
795,2021-01-29,300498.sz,温氏股份,0.38,hs300
796,2021-01-29,300529.sz,健帆生物,0.16,hs300
797,2021-01-29,300601.sz,康泰生物,0.25,hs300
798,2021-01-29,300628.sz,亿联网络,0.11,hs300
799,2021-01-29,300676.sz,华大基因,0.14,hs300
